I5,2,222290.4,44.8,4959.8
I5,4,267421.2,47.1,5681
I5,6,324604.4,54.9,5915.9
I5,8,387919.7,53.6,7241
I5,10,402924.1,52.9,7610.3
I5,12,512047.9,58.9,8696.4
I5,14,461700.9,55.6,8308.5
I5,16,486677.8,61.6,7895.3
I5,18,441764.1,62.2,7098.9
I5,20,381768,59,6469.7
I5,22,347770,62.9,5527.1
I5,24,296860.7,59.2,5012.3
I5,26,222405.6,52.5,4233.1
I5,28,205948,58.5,3518.3
I5,30,183928.7,59,3119
I5,32,152275.7,53.4,2853.9
I5,34,101966.8,51.4,1982.2
I5,36,104665.1,50.9,2055.9
I5,38,121707.2,51.8,2348
I5,40,109910.4,46.3,2372.3
I5,42,126429.6,44.7,2831.2
I5,44,133292.6,46.7,2854.6
I5,46,131863,44.9,2939
I5,48,144016.3,44.3,3247.6
I5,50,169981.9,47.4,3583
I5,52,162952.9,47.7,3414.8
I5,54,121898.7,43.7,2789.2
I5,56,81050.2,45.8,1768.8
I5,58,33902.1,44.6,760.1
I5,60,7821.1,43.6,179.3
I5,62,7951.7,44.5,178.5
I5,64,8049.9,45.1,178.5
I5,66,8043.3,45.1,178.5
I5,68,10012.5,44.3,225.9
I5,70,26240.3,42.2,621.3
I5,72,43877.7,38.8,1130.4
I5,74,73170.6,46.1,1587.7
I5,76,102125.8,50.8,2011.6
I5,78,139710,49.8,2807.8
I5,80,161093.2,52.1,3089.8
I5,82,192430.2,69.5,2770.8
I5,84,239128.7,76.7,3116.2
I5,86,278029,78.1,3558.1
I5,88,326284.9,78.2,4173.7
I5,90,313912.2,78.2,4015.3
I5,92,263925.1,78.2,3374.4
I5,94,265883.3,78.3,3395.6
I5,96,262812.3,78.2,3361.9
I5,98,273366.2,78.2,3494.2
I5,100,398353.9,78.2,5094.1
I5,102,579388.8,78,7425.2
I5,104,646398.7,77.9,8298.9
I5,106,712563.3,77.7,9166.1
I5,108,759287.7,77.7,9769.2
I5,110,710323,77.8,9129.2
I5,112,661386.2,78.1,8468.3
I5,114,627379.1,78.4,7998.6
I5,116,631676.1,78.4,8059.6
I5,118,614694.4,78.3,7853.6
I5,120,605282.6,78.1,7752.9
I5,122,635915.2,78,8157.2
I5,124,655710.6,77.5,8458.5
I5,126,703328,77.4,9091
I5,128,722901.1,77.3,9353.8
I5,130,773813.2,77.7,9964.8
I5,132,908833.6,77.9,11666.8
I5,134,1083825.8,77.9,13910.8
I5,136,996999.9,77.9,12804.5
I5,138,1051315.6,78,13485.8
I5,140,961811,77.7,12372.8
I5,142,791790.6,77.7,10184.7
I5,144,566222.6,77.8,7275.3
I5,146,472298.4,78,6054
I5,148,446910.1,78.1,5719.5
I5,150,504881.7,78,6470
I5,152,634625,78,8133.8
I5,154,653213.8,78,8373.5
I5,156,582575,77.7,7493.4
I5,158,463417.2,77.8,5958
I5,160,324225.9,78.2,4147.2
I5,162,211128.8,78.2,2698.2
I5,164,129610,78.3,1656.3
I5,166,101370.3,78.1,1298.7
I5,168,129760.4,77.6,1671.5
I5,170,154903.6,77.3,2004.4
I5,172,129886.4,77.2,1683.5
I5,174,80916,76.1,1063.1
I5,176,44563.1,74.2,600.5
I5,178,23878.4,73.8,323.7
I5,180,9653.8,74.1,130.3
I5,182,2290.5,76,30.2
I5,184,2271.1,77.5,29.3
I5,186,2079,77.2,26.9
I5,188,1838.3,76.6,24
I5,190,1567.1,76.6,20.5
I5,192,1266,76.6,16.5
I5,194,902.8,76.6,11.8
I5,196,647.5,76.6,8.4
I5,198,618,78,7.9
I5,200,547.3,77.6,7
I5,202,808.4,77.9,10.4
I5,204,2359.2,78.1,30.2
I5,206,3356.7,78.1,43
I5,208,2249.6,78.1,28.8
I5,210,2446.6,78.1,31.3
I5,212,1410.1,78.5,18
I5,214,357.4,78.5,4.6
I5,216,374,78.5,4.8
I5,218,494.1,78.5,6.3
I5,220,766,78.5,9.8
I5,222,1174.5,78.5,15
I5,224,1584.5,78.5,20.2
I5,226,2174.4,78.4,27.7
I5,228,2691.7,78.4,34.3
I5,230,3149.9,78.4,40.2
I5,232,3491.7,78.3,44.6
I5,234,3699,78.3,47.3
I5,236,3819.8,78.2,48.8
I5,238,4106.7,78.1,52.6
I5,240,4402.1,77.4,56.9
I5,242,4307.5,77.1,55.9
I5,244,3806.5,76.4,49.8
I5,246,3322.2,76.3,43.5
I5,248,3076.2,77.7,39.6
I5,250,2411,77.8,31
I5,252,1588,78.1,20.3
I5,254,994.1,78.1,12.7
I5,256,1296,78.1,16.6
I5,258,2471.3,78.2,31.6
I5,260,2688.3,78.3,34.3
I5,262,2719.2,78.3,34.7
I5,264,2570.1,78.5,32.7
I5,266,1292.1,78.2,16.5
I5,268,766.7,78.2,9.8
I5,270,517.1,78.2,6.6
I5,272,339,78.1,4.3
I5,274,223,78,2.9
I5,276,887.3,78.3,11.3
I5,278,1900.3,78.3,24.3
I5,280,1900.3,78.3,24.3
I5,282,1900.2,78.2,24.3
I5,284,1429.5,77.1,18.5
I5,286,606.2,77.1,7.9
I5,288,193.9,77.1,2.5
I5,290,204.8,77.7,2.6
I5,292,218.3,78.2,2.8
I5,294,230.4,78.3,2.9
I5,296,235.4,78.3,3
I5,298,229,78.4,2.9
I5,300,213.5,78.5,2.7
I5,302,192.9,78.3,2.5
I5,304,173.8,78.3,2.2
I5,306,159.1,78.3,2
I5,308,149.6,78.5,1.9
I5,310,144.7,78.5,1.8
I5,312,145.3,78.5,1.9
I5,314,141.2,78.5,1.8
I5,316,2393.7,78.5,30.5
I5,318,5381,78.5,68.5
I5,320,3864.7,78.5,49.2
I5,322,2931.8,78.5,37.3
I5,324,2607.9,78.5,33.2
I5,326,8395.6,78.5,106.9
I5,328,8336.4,78.5,106.1
I5,330,4328.3,78.5,55.1
I5,332,1002.5,78.5,12.8
I5,334,831.5,78.5,10.6
I5,336,686.9,78.4,8.8
I5,338,591.8,78.4,7.6
I5,340,552.8,78.3,7.1
I5,342,509.2,78.3,6.5
I5,344,477.4,78.3,6.1
I5,346,441.9,78.4,5.6
I5,348,402.3,78.4,5.1
I5,350,355.2,78.5,4.5
I5,352,303.9,78.4,3.9
I5,354,251.1,78.3,3.2
I5,356,205.3,78.3,2.6
I5,358,183.5,78.3,2.3
I5,360,183.5,78.3,2.3
I5,362,183.5,78.3,2.3
I5,364,183.5,78.3,2.3
I5,366,184.2,78.4,2.3
I5,368,185.2,78.5,2.4
I5,370,186,78.5,2.4
I5,372,185.4,78,2.4
I5,374,185.6,78,2.4
I5,376,198.6,77.8,2.6
I5,378,223.5,77.7,2.9
I5,380,254.3,77.6,3.3
I5,382,289,77.6,3.7
I5,384,335.1,77.7,4.3
I5,386,381.7,78,4.9
I5,388,420.6,78.1,5.4
I5,390,453,78.2,5.8
I5,392,438.8,78.2,5.6
I5,394,400.2,78.1,5.1
I5,396,358.3,77.3,4.6
I5,398,4589.5,77.2,59.4
I5,400,6897.9,77.2,89.4
I5,402,5253.9,76.8,68.4
I5,404,2662.9,74.4,35.8
I5,406,1774.5,72.1,24.6
I5,408,1986.8,72.2,27.5
I5,410,2261.4,74.3,30.4
I5,412,2167.9,76.7,28.3
I5,414,1495.7,77.8,19.2
I5,416,2791.7,77.8,35.9
I5,418,6209.2,78,79.6
I5,420,7976.7,78.2,102
I5,422,7763.1,78.3,99.1
I5,424,7487.5,78.4,95.5
I5,426,2158.1,78.5,27.5
I5,428,641,78.5,8.2
I5,430,10677.8,78.5,136
I5,432,21955.8,78.5,279.6
I5,434,22228.4,78.5,283
I5,436,22181.4,78.5,282.4
I5,438,15579,78.5,198.4
I5,440,1272.8,78.5,16.2
I5,442,1101.7,78.5,14
I5,444,1119.4,78.5,14.3
I5,446,1177,78.5,15
I5,448,1284.4,78.5,16.4
I5,450,1887.3,78.5,24
I5,452,5915.8,78,75.8
I5,454,17956.4,77.6,231.5
I5,456,32612.1,76.8,424.4
I5,458,39090.5,76,514.3
I5,460,31203.6,75.9,411.4
I5,462,71077.2,76.1,933.6
I5,464,78973.5,76.5,1032.7
I5,466,90692.3,77.5,1170.7
I5,468,106140.9,77.9,1362.8
I5,470,134221.6,76.9,1745.2
I5,472,194444.1,76.4,2543.8
I5,474,258637.6,75.9,3409.6
I5,476,260773.2,75.3,3463.6
I5,478,240956.6,74.7,3226
I5,480,201918.8,75.2,2685.9
I5,482,134841.2,75.4,1788.5
I5,484,74007.1,76.1,972.2
I5,486,31762.9,76.7,413.9
I5,488,8469.7,77.5,109.2
I5,490,9955.1,77.7,128.1
I5,492,6208.5,77.5,80.2
I5,494,3909.4,76.7,51
I5,496,4357.9,76.2,57.2
I5,498,4549.4,76,59.9
I5,500,4808.5,76,63.2
I5,502,15333.5,76.5,200.5
I5,504,53976.7,76.5,705.6
I5,506,88817.4,75.9,1169.5
I5,508,132392.7,75.7,1749.6
I5,510,222211,75.9,2929
I5,512,268021.4,75.7,3541.4
I5,514,249065.3,75.5,3299.1
I5,516,267205.5,75.5,3538.5
I5,518,312732.8,75.1,4164.3
I5,520,283281,75.4,3758.6
I5,522,280339.3,75.7,3701.9
I5,524,232311.4,76,3058.7
I5,526,168545.8,76.7,2198
I5,528,102150.6,76.8,1329.6
I5,530,57966.6,76.9,754.3
I5,532,16217.4,77,210.7
I5,534,15225.6,77.2,197.1
I5,536,43214,77.7,556.4
I5,538,55083.3,78.4,702.6
I5,540,55111.7,78.4,703
I5,542,54311.3,78.5,692.2
I5,544,32105.6,78.5,409
I5,546,3622.4,78.5,46.1
I5,548,1593.5,78.3,20.3
I5,550,1448.4,78.3,18.5
I5,552,1370.7,78.3,17.5
I5,554,1302.6,78.3,16.6
I5,556,1245.6,78.3,15.9
I5,558,1184.6,78.3,15.1
I5,560,1171.3,78.4,14.9
I5,562,1181.4,78.4,15.1
I5,564,3517.5,78.5,44.8
I5,566,3545.6,78.5,45.2
I5,568,3628.1,78.5,46.2
I5,570,3812.4,78.5,48.5
I5,572,4047.1,78.5,51.6
I5,574,2739.4,78.4,34.9
I5,576,5598,78.3,71.5
I5,578,5414,78.3,69.1
I5,580,5107.4,78.3,65.2
I5,582,4782.3,78.1,61.2
I5,584,4177.8,78,53.5
I5,586,1149.6,78,14.7
I5,588,1289.6,78.1,16.5
I5,590,1258.3,78.4,16.1
I5,592,1105.4,78,14.2
I5,594,926.4,77.9,11.9
I5,596,755,77.7,9.7
I5,598,576,77.4,7.4
I5,600,2118.9,78,27.2
I5,602,7936.6,78,101.7
I5,604,8075.9,78,103.5
I5,606,8142.9,78.3,104
I5,608,8224.8,78.2,105.2
I5,610,6948.5,78.2,88.8
I5,612,725,78.4,9.2
I5,614,1258.4,78.4,16.1
I5,616,5312.6,78.4,67.8
I5,618,11435.9,78.5,145.7
I5,620,12503.1,78.3,159.6
I5,622,12918.4,78.2,165.2
I5,624,12651,78.1,162
I5,626,8141.2,78,104.3
I5,628,5087.5,78,65.2
I5,630,9960.8,78.3,127.3
I5,632,11334.2,78.3,144.8
I5,634,12077.9,78.2,154.4
I5,636,12110.4,78.3,154.8
I5,638,9149.9,78.2,117
I5,640,4894.7,78.2,62.6
I5,642,4119,78.4,52.5
I5,644,4724.6,78.2,60.4
I5,646,10819.4,77.3,140
I5,648,19574.9,77.1,253.8
I5,650,21330.9,77.1,276.8
I5,652,21682.3,76.9,282.1
I5,654,21386.2,76.8,278.4
I5,656,15395.3,77.2,199.5
I5,658,6346.1,77.5,81.9
I5,660,6283.1,77.6,81
I5,662,8398.3,77.7,108
I5,664,11109.9,77.7,143.1
I5,666,15813.8,77.8,203.3
I5,668,22165.7,77.3,286.7
I5,670,24750,77.3,320.2
I5,672,25838.9,77,335.5
I5,674,41299.2,76.9,536.8
I5,676,61912.6,77,803.7
I5,678,81598.7,76.9,1061.6
I5,680,92459.7,77,1200.6
I5,682,93552.6,77.2,1211.4
I5,684,79910.5,77.1,1036.7
I5,686,49698.7,77.6,640.5
I5,688,29211.2,76.1,383.9
I5,690,17941.3,67.5,265.6
I5,692,10550.6,61.5,171.7
I5,694,3639.4,57.2,63.6
I5,696,1409.4,55.7,25.3
I5,698,613.5,57.9,10.6
I5,700,285.3,62.6,4.6
I5,702,310.7,66.9,4.6
I5,704,363.4,71.5,5.1
I5,706,348.4,75,4.6
I5,708,334.5,76.6,4.4
I5,710,309.7,77.2,4
I5,712,254.2,78,3.3
I5,714,177.2,78.2,2.3
I5,716,145.1,78.3,1.9
I5,718,144.9,78.3,1.8
I5,720,144.9,78.4,1.8
I5,722,144.9,78.4,1.8
I5,724,144.9,78.3,1.8
I5,726,154.1,78.3,2
I5,728,924,78.3,11.8
I5,730,1701.5,78.3,21.7
I5,732,1966.5,78.3,25.1
I5,734,2137.4,78.4,27.3
I5,736,3123.6,78.1,40
I5,738,6010.5,77.8,77.3
I5,740,5230.7,77.8,67.2
I5,742,4873.5,77.9,62.6
I5,744,5268.4,77.9,67.7
I5,746,6661.1,78.4,84.9
I5,748,4324.1,78.5,55.1
I5,750,4299,78.4,54.8
I5,752,4206.5,78.3,53.7
I5,754,4028.3,77.7,51.9
I5,756,3196,76.3,41.9
I5,758,1320.6,75.7,17.4
I5,760,1455.8,75.5,19.3
I5,762,1585.9,76.8,20.6
I5,764,1607.3,77.9,20.6
I5,766,1562.8,77.9,20
I5,768,1545.3,77.7,19.9
I5,770,1861.3,77.8,23.9
I5,772,2913.9,78.4,37.2
I5,774,7274.2,78.5,92.7
I5,776,8622.2,78.5,109.9
I5,778,8796.7,78.4,112.2
I5,780,8737,78.4,111.4
I5,782,8426.3,78.4,107.5
I5,784,5272.2,78.2,67.4
I5,786,2013.2,78.3,25.7
I5,788,1095,78.2,14
I5,790,896.2,78.2,11.5
I5,792,662.5,78.2,8.5
I5,794,418.7,78.3,5.3
I5,796,264.7,78.4,3.4
I5,798,269.6,78.5,3.4
I5,800,316.8,78.5,4
I5,802,445.3,78.5,5.7
I5,804,622.2,78.5,7.9
I5,806,810,77.9,10.4
I5,808,1165,77.3,15.1
I5,810,7182.8,77.3,92.9
I5,812,17552.6,77.3,227.1
I5,814,22101.1,77.3,285.9
I5,816,23819.5,78.1,305.1
I5,818,28224.4,78.5,359.5
I5,820,29019.1,78.5,369.5
I5,822,25411.8,78.5,323.6
I5,824,44579.2,78.5,567.6
I5,826,82381.1,78.5,1048.9
I5,828,98744,78.5,1257.5
I5,830,106827.8,78.5,1360.9
I5,832,101317.7,78.4,1291.8
I5,834,72710.3,77.6,936.5
I5,836,33562.1,77.3,434.1
I5,838,20703.2,77.5,267.2
I5,840,7789.5,77.5,100.5
I5,842,5706.1,77.9,73.3
I5,844,6035.3,77.9,77.5
I5,846,6043.3,78,77.5
I5,848,6122.2,78.1,78.4
I5,850,6423.1,78,82.3
I5,852,13269.7,78,170.1
I5,854,31542.3,78,404.3
I5,856,42706.7,78,547.2
I5,858,44354.4,78.1,567.7
I5,860,45284.5,78.2,579.1
I5,862,28284.9,78.4,360.7
I5,864,11628.4,78.5,148.1
I5,866,6947.8,78.5,88.5
I5,868,5211.1,78.5,66.4
I5,870,3289.3,78.5,41.9
I5,872,1660.3,78.5,21.1
I5,874,687.4,78.5,8.8
I5,876,1225.7,78.5,15.6
I5,878,1291.2,78.5,16.4
I5,880,1300.7,78.5,16.6
I5,882,1272.2,78.5,16.2
I5,884,868.6,78.5,11.1
I5,886,551.3,78.5,7
I5,888,576.2,78.5,7.3
I5,890,732.5,78.5,9.3
I5,892,1357.1,78.5,17.3
I5,894,2671.3,78.5,34
I5,896,3019.5,78.5,38.4
I5,898,4365.9,78.5,55.6
I5,900,7689.1,78.5,97.9
I5,902,8151.2,78.5,103.8
I5,904,9372.9,78.5,119.4
I5,906,10203.4,78.5,129.9
I5,908,9066.6,78.5,115.4
I5,910,8924.9,78.5,113.6
I5,912,8104.4,78.5,103.2
I5,914,10215.9,78.5,130.1
I5,916,15350.9,78.2,196.2
I5,918,16523.2,78.1,211.6
I5,920,27636.3,77.8,355.3
I5,922,35165,77.6,452.9
I5,924,34721.6,77.6,447.5
I5,926,31655.3,76.9,411.6
I5,928,30916.4,76.9,402.2
I5,930,21715.1,77,282.1
I5,932,12558.4,77.3,162.6
I5,934,12563.9,77.1,163.1
I5,936,10633.9,77.7,136.9
I5,938,10782.7,77.9,138.5
I5,940,10628.2,77.9,136.5
I5,942,9149.6,78.3,116.8
I5,944,3546.3,78.5,45.2
I5,946,2037.6,78.5,25.9
I5,948,1673.1,78.5,21.3
I5,950,2049.4,78.5,26.1
I5,952,1950.8,78.5,24.9
I5,954,1912.7,78.5,24.4
I5,956,1360.6,78.5,17.3
I5,958,1086.6,78.5,13.8
I5,960,873.9,78.5,11.1
I5,962,888.9,78.5,11.3
I5,964,947,78.5,12.1
I5,966,1665.4,78.5,21.2
I5,968,4898.5,78.5,62.4
I5,970,10316.8,76.9,134.1
I5,972,13014.2,77,169.1
I5,974,13467.6,78.1,172.5
I5,976,13468.2,77.9,172.9
I5,978,13840.9,78.2,177.1
I5,980,11874.4,78.2,151.9
I5,982,9666.5,78.3,123.4
I5,984,9917.6,78.3,126.7
I5,986,14414.3,78.2,184.4
I5,988,41104,78.1,526.3
I5,990,104272.4,78.1,1335.3
I5,992,148768.3,77.7,1914.9
I5,994,171926.5,77.5,2217.4
I5,996,161945.9,77.1,2100
I5,998,117903.7,77.3,1525.8
I5,1000,58799.1,77.2,761.9
I5,1002,16968,77.3,219.4
I5,1004,3050.6,77.9,39.2
I5,1006,2023.7,78,25.9
I5,1008,2052,78.5,26.2
I5,1010,2112,78.5,26.9
I5,1012,2045,78.5,26
I5,1014,1982.1,78.5,25.2
I5,1016,2325,78.5,29.6
I5,1018,2619.1,78.5,33.4
I5,1020,2521.3,78.5,32.1
I5,1022,2459.4,78.5,31.3
I5,1024,3003.7,78.5,38.2
I5,1026,4378.3,78.5,55.7
I5,1028,11041.4,78.5,140.6
I5,1030,41674.5,78.5,530.9
I5,1032,50023.9,77.9,642
I5,1034,53627.3,77.6,690.8
I5,1036,54353.8,77.1,705.2
I5,1038,42221.3,76.7,550.5
I5,1040,14572.4,76.6,190.3
I5,1042,8987.4,76.7,117.1
I5,1044,8289.7,77.3,107.2
I5,1046,13529.8,77.7,174.1
I5,1048,40139.2,78.2,513.4
I5,1050,68758.4,78.4,876.8
I5,1052,112630.2,78.4,1435.7
I5,1054,153332,78,1965.4
I5,1056,196081.9,77.7,2522.7
I5,1058,183616.1,77.6,2366.7
I5,1060,160578.1,77.3,2077.3
I5,1062,113425.6,77.2,1468.8
I5,1064,67697.2,77.3,875.4
I5,1066,21979.4,77.6,283.2
I5,1068,13477.8,77.9,173
I5,1070,29366,78.2,375.6
I5,1072,32747.8,78.4,417.6
I5,1074,36023,78.4,459.4
I5,1076,36232,78.2,463.1
I5,1078,27919,77.7,359.1
I5,1080,21705.1,77.3,280.7
I5,1082,39327.2,77,510.6
I5,1084,44279.4,76.9,575.9
I5,1086,62592.7,77.1,812.2
I5,1088,95491.7,77.4,1233.4
I5,1090,141071.7,77.7,1815.9
I5,1092,196795.6,77.6,2537.5
I5,1094,257228.3,77,3342.3
I5,1096,289966.5,75.9,3821.8
I5,1098,327227.5,75.5,4336.2
I5,1100,369940.1,75.4,4903.3
I5,1102,397886.9,75.3,5281.7
I5,1104,370301.8,74.6,4964.6
I5,1106,292473.2,70.1,4175
I5,1108,238873.2,67.7,3529
I5,1110,202518.3,65.2,3104.7
I5,1112,187223,65.6,2853.6
I5,1114,169553.3,67.7,2504
I5,1116,159383.1,73.6,2165.9
I5,1118,102383.5,74.7,1369.8
I5,1120,71290.5,75.7,941.6
I5,1122,37459.6,75.8,494.3
I5,1124,19930.8,75,265.6
I5,1126,18192.7,73.3,248.1
I5,1128,20633.1,72.2,285.9
I5,1130,23674.7,70.2,337.1
I5,1132,19326.7,69.9,276.6
I5,1134,14268.1,70.9,201.1
I5,1136,12281.3,71,173
I5,1138,9471.8,71,133.4
I5,1140,8867.8,71,124.8
I5,1142,9464.5,71.1,133.2
I5,1144,10579,70.5,150.2
I5,1146,32722.5,71.3,458.9
I5,1148,53543.6,71.6,747.3
I5,1150,61467.9,72.6,847.1
I5,1152,63091.3,76.6,823.3
I5,1154,41239.1,77.2,534.4
I5,1156,17767.4,77.2,230.3
I5,1158,9931.2,76.2,130.3
I5,1160,7804.5,76.2,102.4
I5,1162,7066.8,77.3,91.4
I5,1164,5741.8,77.4,74.2
I5,1166,4101.2,77.3,53
I5,1168,4627.4,77.4,59.8
I5,1170,6089.4,77.7,78.4
I5,1172,7604.2,77.8,97.8
I5,1174,8515.6,77.9,109.3
I5,1176,9179.7,78.3,117.2
I5,1178,9789.4,78.4,124.9
I5,1180,9711.4,78.3,124
I5,1182,12633.7,78.3,161.4
I5,1184,15821.1,78.1,202.5
I5,1186,17934.2,78,229.9
I5,1188,24190.7,77.9,310.6
I5,1190,29922.3,77.7,384.9
I5,1192,29650.2,77.7,381.5
I5,1194,27131,77.7,349.3
I5,1196,27405.6,77.6,353.1
I5,1198,20773.5,77.8,267.2
I5,1200,15613.5,77.8,200.7
I5,1202,14260.8,78,182.8
I5,1204,10890.9,77.8,139.9
I5,1206,14509.9,77.7,186.7
I5,1208,25340.3,76.8,329.9
I5,1210,47073.7,76.4,615.9
I5,1212,86461.7,75.5,1145.3
I5,1214,114682.9,73.3,1564.9
I5,1216,127138.1,71.8,1770.2
I5,1218,139195.5,72.1,1931.1
I5,1220,118207.9,73.6,1605.2
I5,1222,85439.8,68.3,1251.7
I5,1224,56611.4,65.9,858.5
I5,1226,41813.7,64.9,644.4
I5,1228,26672.8,64.2,415.5
I5,1230,43524,65.7,662.6
I5,1232,67293.1,70.9,948.5
I5,1234,120015.7,72.6,1653.5
I5,1236,188469.9,75.1,2509.5
I5,1238,237371.9,76.4,3108.6
I5,1240,272738.6,77.2,3534.6
I5,1242,266104.1,70.5,3774.2
I5,1244,238335.1,70.4,3385.1
I5,1246,213873.8,71.8,2977.6
I5,1248,176050.7,74.8,2352.7
I5,1250,167069,75.7,2207.4
I5,1252,197702,74,2670
I5,1254,214169.8,69.3,3089.8
I5,1256,207946.3,63.9,3253.6
I5,1258,191901.2,61.2,3135.1
I5,1260,191526.3,61.2,3130.6
I5,1262,228649.2,69.5,3288.8
I5,1264,248979,73.4,3394.2
I5,1266,264507.1,71.1,3719
I5,1268,272339.2,67.3,4044.5
I5,1270,299437.5,62.8,4764.5
I5,1272,340837.3,55.9,6101.7
I5,1274,345637.1,50.5,6837.6
I5,1276,387386.8,49.7,7798.4
I5,1278,417618.7,51.1,8167.7
I5,1280,441703.2,53.9,8200.4
I5,1282,376095.6,56.3,6678.5
I5,1284,365359.8,61.6,5928.3
I5,1286,293443.1,61.5,4775.1
I5,1288,275392.4,64.4,4279
I5,1290,277151.8,67.4,4113.1
I5,1292,296961.1,74,4014.7
I5,1294,297393.8,73.7,4037.1
I5,1296,277000.7,75.5,3670.1
I5,1298,234647.7,75.9,3091.4
I5,1300,190561,70.7,2693.9
I5,1302,140877.5,61.4,2296
I5,1304,110258,58.1,1898
I5,1306,111611.9,59.7,1868.7
I5,1308,105840.4,63.1,1677.1
I5,1310,83657.3,68.7,1217.4
I5,1312,78109.8,75.8,1030.2
I5,1314,69913,78,896
I5,1316,50996.8,77.7,656.1
I5,1318,38412.3,77.8,493.4
I5,1320,25168.3,78,322.7
I5,1322,16399.8,78.2,209.8
I5,1324,15078.7,78,193.4
I5,1326,13637.3,75.9,179.7
I5,1328,11797,71,166.1
I5,1330,9059.1,69.1,131.1
I5,1332,27970.4,73.7,379.5
I5,1334,39004.1,75.7,515.1
I5,1336,48102.3,75.8,634.6
I5,1338,51391.2,76.1,675.3
I5,1340,50011.1,76.4,654.8
I5,1342,33161.4,76.8,431.8
I5,1344,19876.3,78.2,254.3
I5,1346,9651.1,76.9,125.6
I5,1348,6482,75.8,85.6
I5,1350,5805.2,73.7,78.8
I5,1352,9072.9,72.7,124.9
I5,1354,15714.4,71.9,218.6
I5,1356,48352.8,68.7,703.5
I5,1358,59569.9,57.8,1031.4
I5,1360,75456.3,50,1509.2
I5,1362,91718.6,57.2,1603.2
I5,1364,95187.4,65,1464.5
I5,1366,91951.1,62.9,1461.8
I5,1368,68337.8,63.4,1078.7
I5,1370,44743.1,71.4,626.5
I5,1372,31797.8,77.2,412.1
I5,1374,26753.1,77.2,346.4
I5,1376,24209.1,77.3,313.2
I5,1378,21286,77.6,274.2
I5,1380,17476.5,71.1,245.9
I5,1382,17926.2,56,320.4
I5,1384,14785.9,38.1,388.3
I5,1386,11920.6,26,458.8
